Project_Name,Project_URL,Project_Hash,Polluter,Cleaner,Victim
kafkian,https://github.com/saabeilin/kafkian,79eb88b874876632590fea48afcab09592c717dd,tests/unit/test_producer_consume_b.py::test_produce_consume_one,tests/unit/test_producer_avro.py::test_producer_init,tests/unit/test_producer_avro.py::test_avro_producer_produce
kafkian,https://github.com/saabeilin/kafkian,79eb88b874876632590fea48afcab09592c717dd,tests/unit/test_producer_consume_b.py::test_produce_consume_one,tests/unit/test_producer_avro_key.py::test_producer_init,tests/unit/test_producer_avro.py::test_avro_producer_produce
kafkian,https://github.com/saabeilin/kafkian,79eb88b874876632590fea48afcab09592c717dd,tests/unit/test_producer_consume_b.py::test_produce_consume_one_tombstone,tests/unit/test_producer_avro.py::test_producer_init,tests/unit/test_producer_avro.py::test_avro_producer_produce
kafkian,https://github.com/saabeilin/kafkian,79eb88b874876632590fea48afcab09592c717dd,tests/unit/test_producer_consume_b.py::test_produce_consume_one_tombstone,tests/unit/test_producer_avro_key.py::test_producer_init,tests/unit/test_producer_avro.py::test_avro_producer_produce
kafkian,https://github.com/saabeilin/kafkian,79eb88b874876632590fea48afcab09592c717dd,tests/unit/test_producer_consume_b.py::test_produce_consume_one,tests/unit/test_producer_avro.py::test_producer_init,tests/unit/test_producer_avro_key.py::test_avro_producer_produce
kafkian,https://github.com/saabeilin/kafkian,79eb88b874876632590fea48afcab09592c717dd,tests/unit/test_producer_consume_b.py::test_produce_consume_one,tests/unit/test_producer_avro_key.py::test_producer_init,tests/unit/test_producer_avro_key.py::test_avro_producer_produce
kafkian,https://github.com/saabeilin/kafkian,79eb88b874876632590fea48afcab09592c717dd,tests/unit/test_producer_consume_b.py::test_produce_consume_one_tombstone,tests/unit/test_producer_avro.py::test_producer_init,tests/unit/test_producer_avro_key.py::test_avro_producer_produce
kafkian,https://github.com/saabeilin/kafkian,79eb88b874876632590fea48afcab09592c717dd,tests/unit/test_producer_consume_b.py::test_produce_consume_one_tombstone,tests/unit/test_producer_avro_key.py::test_producer_init,tests/unit/test_producer_avro_key.py::test_avro_producer_produce
lcc-server,https://github.com/waqasbhatti/lcc-server,b8256bf28aee42e628abe27f0203d6f5361fb84b,lccserver/tests/test_authdb_superuser.py::test_superuser_access_to_sessions[access19-target19-False],lccserver/tests/test_auth_creation.py::test_create_user,lccserver/tests/test_cli.py::test_generate_lc_catalog
lcc-server,https://github.com/waqasbhatti/lcc-server,b8256bf28aee42e628abe27f0203d6f5361fb84b,lccserver/tests/test_authdb_superuser.py::test_superuser_access_to_sessions[access19-target19-False],lccserver/tests/test_auth_creation.py::test_sessions,lccserver/tests/test_cli.py::test_generate_lc_catalog
lcc-server,https://github.com/waqasbhatti/lcc-server,b8256bf28aee42e628abe27f0203d6f5361fb84b,lccserver/tests/test_authdb_authenticated.py::test_check_authenticated_access_to_apikeys[access60-target60-False],lccserver/tests/test_auth_creation.py::test_create_user,lccserver/tests/test_cli.py::test_generate_lc_catalog
lcc-server,https://github.com/waqasbhatti/lcc-server,b8256bf28aee42e628abe27f0203d6f5361fb84b,lccserver/tests/test_authdb_authenticated.py::test_check_authenticated_access_to_apikeys[access60-target60-False],lccserver/tests/test_auth_creation.py::test_sessions,lccserver/tests/test_cli.py::test_generate_lc_catalog
