project,sha,polluter_fullpath,cleaner_fullpath,victim_fullpath,md5,pv_result,pcv_result,can_copy_work,1st_patch_time,minimal_patch_time
pyeventdispatcher,5382e5e8578dea89a76481e15d410d516999055a,test/test_pyeventdispatcher.py::TestRegisterThroughDecorator::test_register_global_listener_by_decorator,test/test_pyeventdispatcher.py::TestStopPropagation::test_it_stops_propagation,test/test_pyeventdispatcher.py::TestRegister::test_it_allows_to_register[<lambda>],47e42612dd19325992b22df04705c507,failed,passed,True,0.6933042109012604,1.7316245660185814,"26a27
>         pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
",passed,"
pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
"
pyeventdispatcher,5382e5e8578dea89a76481e15d410d516999055a,test/test_pyeventdispatcher.py::TestRegisterSubscribers::test_register_global_listeners_by_subscriber,test/test_pyeventdispatcher.py::TestStopPropagation::test_it_stops_propagation,test/test_pyeventdispatcher.py::TestRegister::test_it_allows_to_register[<lambda>],78f48837452fdd267a566e10c9705d71,failed,passed,True,0.48975690454244614,1.538196623325348,"26a27
>         pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
",passed,"
pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
"
pyeventdispatcher,5382e5e8578dea89a76481e15d410d516999055a,test/test_pyeventdispatcher.py::TestRegisterGlobal::test_it_allows_to_register_listener_globally,test/test_pyeventdispatcher.py::TestStopPropagation::test_it_stops_propagation,test/test_pyeventdispatcher.py::TestRegister::test_it_allows_to_register[<lambda>],99b1f0f033641387e194ff38cfdb1301,failed,passed,True,0.4834746867418289,1.5167561247944832,"26a27
>         pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
",passed,"
pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
"
pyeventdispatcher,5382e5e8578dea89a76481e15d410d516999055a,test/test_pyeventdispatcher.py::TestRegisterThroughDecorator::test_register_global_listener_by_decorator,test/test_pyeventdispatcher.py::TestStopPropagation::test_it_stops_propagation,test/test_pyeventdispatcher.py::TestRegister::test_it_allows_to_register[call_on_event],9d7acb24b6df7bd0352425c8e4c8fc00,failed,passed,True,0.4830382987856865,1.518090382218361,"26a27
>         pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
",passed,"
pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
"
pyeventdispatcher,5382e5e8578dea89a76481e15d410d516999055a,test/test_pyeventdispatcher.py::TestRegisterSubscribers::test_register_global_listeners_by_subscriber,test/test_pyeventdispatcher.py::TestStopPropagation::test_it_stops_propagation,test/test_pyeventdispatcher.py::TestRegister::test_it_allows_to_register[call_on_event],b864e391b27152b0d1e1564190b44068,failed,passed,True,0.4901771694421768,1.5401554331183434,"26a27
>         pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
",passed,"
pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
"
pyeventdispatcher,5382e5e8578dea89a76481e15d410d516999055a,test/test_pyeventdispatcher.py::TestRegisterGlobal::test_it_allows_to_register_listener_globally,test/test_pyeventdispatcher.py::TestStopPropagation::test_it_stops_propagation,test/test_pyeventdispatcher.py::TestRegister::test_it_allows_to_register[call_on_event],3b53fbf46a44f059822249d819faf6cf,failed,passed,True,0.49115485697984695,1.5253253504633904,"26a27
>         pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
",passed,"
pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
"
pyeventdispatcher,5382e5e8578dea89a76481e15d410d516999055a,test/test_pyeventdispatcher.py::TestRegisterThroughDecorator::test_register_global_listener_by_decorator,test/test_pyeventdispatcher.py::TestStopPropagation::test_it_stops_propagation,test/test_pyeventdispatcher.py::TestRegister::test_listeners_executed_in_order[to_register0-First\nSecond\n],3187db95f2c2a4d0ffbb5b13c39a88ce,failed,passed,True,0.4876137748360634,1.5214141681790352,"56a57
>         pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
",passed,"
pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
"
pyeventdispatcher,5382e5e8578dea89a76481e15d410d516999055a,test/test_pyeventdispatcher.py::TestRegisterSubscribers::test_register_global_listeners_by_subscriber,test/test_pyeventdispatcher.py::TestStopPropagation::test_it_stops_propagation,test/test_pyeventdispatcher.py::TestRegister::test_listeners_executed_in_order[to_register0-First\nSecond\n],1d4392c410a1a6cc2494568a4ada4c97,failed,passed,True,0.49490631371736526,1.555788241326809,"56a57
>         pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
",passed,"
pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
"
pyeventdispatcher,5382e5e8578dea89a76481e15d410d516999055a,test/test_pyeventdispatcher.py::TestRegisterGlobal::test_it_allows_to_register_listener_globally,test/test_pyeventdispatcher.py::TestStopPropagation::test_it_stops_propagation,test/test_pyeventdispatcher.py::TestRegister::test_listeners_executed_in_order[to_register0-First\nSecond\n],f65c9057a6ea266597c266368bcd5dc9,failed,passed,True,0.48689159005880356,1.5230875238776207,"56a57
>         pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
",passed,"
pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
"
pyeventdispatcher,5382e5e8578dea89a76481e15d410d516999055a,test/test_pyeventdispatcher.py::TestRegisterThroughDecorator::test_register_global_listener_by_decorator,test/test_pyeventdispatcher.py::TestStopPropagation::test_it_stops_propagation,test/test_pyeventdispatcher.py::TestRegister::test_listeners_executed_in_order[to_register1-Second\nFirst\n],4877e73bc5f92a0ae3b6b32f68c44d42,failed,passed,True,0.4884437397122383,1.5292792841792107,"56a57
>         pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
",passed,"
pyeventdispatcher.event_dispatcher.global_registry = MemoryRegistry()
"
